	AR0382_A	AR0382_B	AR0382_tnSWI1_A	AR0382_tnSWI1_B
B9J08_04471	3671.53770427947	4112.1775359601	3511.06078194701	3135.08291089867
B9J08_04470	3182.80384389059	3386.63046799754	2828.88003413924	2767.85325023586
B9J08_04469	7436.59855468274	6996.50618767587	7021.0087078617	7191.44721939903
B9J08_04468	6348.51205891983	6887.11601435229	4956.66076792138	5268.70327557933
B9J08_04467	1143.39588325548	1151.94549867286	1052.76180656795	1108.9052853639
B9J08_04466	652.650772412319	735.593104288194	756.742101972731	819.451338858938
B9J08_04465	2894.18940370209	2934.55883334395	2525.07033731783	2558.58045234723
B9J08_04464	1818.17041066483	1979.06915615018	1769.44109137741	1792.85048306124
B9J08_04463	10005.9710100194	9486.80697017505	10012.3657227186	10687.3452990712
B9J08_04462	4039.59653741184	3963.71944359238	3672.42490663237	3596.92632692876
B9J08_04461	3731.87521790773	3326.35425004373	3818.20904686535	3875.15491262744
B9J08_04460	3513.65454361886	3347.5625489534	2917.90851672426	3139.09196832949
B9J08_04459	14836.9946011885	15006.5458179825	13642.5021001231	13360.5847939398
B9J08_04458	12228.4027619935	12054.1273645041	12328.2191259616	12165.8856795564
B9J08_04457	392.193838583674	348.262592622028	506.349494702342	544.429999104911
B9J08_04456	2249.58363310687	2376.44570414198	2367.04478072941	2350.91127743092
B9J08_04455	1263.06528528486	1293.70623349016	1328.75010258153	1331.80887851731
B9J08_04454	757.235796034632	631.784062256628	832.416312170004	825.865830748244
B9J08_04453	1232.89652847073	1350.63377266876	1271.99444493358	1185.07737654942
B9J08_04452	8901.79451062227	8740.05160330282	9342.42639126628	9778.09107376198
B9J08_04451	290.625690642774	286.870148409812	291.568280465964	323.130028923828
B9J08_04450	6611.98586842989	6940.69487475568	7120.05289473754	7172.20374373111
B9J08_04449	737.12329149188	728.89574673777	893.62339394721	819.451338858938
B9J08_04448	13884.6675110892	13838.973151692	13057.1398271265	13399.0717452756
B9J08_04447	539.015121745767	512.347852607407	436.239564666633	507.546670741397
B9J08_04446	2433.61304967305	2409.9324918941	2434.92899870049	2447.93046725669
B9J08_04445	1643.19162114288	1705.59372284121	1358.79721545398	1349.44873121291
B9J08_04444	18591.9991993204	17973.4752128202	18283.1117548676	18589.197495211
B9J08_04443	1375.69531072427	1386.35301293769	1566.90129349648	1436.84618320471
B9J08_04442	601.3638858283	613.924442122165	530.832327413224	559.664417342014
B9J08_04441	703.937658996338	733.360651771386	665.487907323078	679.134328780352
B9J08_04440	3.01687568141288	4.46490503361574	4.45142412925136	0.801811486163344
B9J08_04439	649.633896730906	610.575763346953	617.635097933626	651.872738250799
B9J08_04438	644.605770595218	570.391618044411	628.763658256754	728.84664092248
B9J08_04437	410.295092672151	433.095788260727	378.371050986365	356.004299856525
B9J08_04436	27.1518811327159	20.0920726512709	17.8056965170054	20.0452871540836
B9J08_04435	430.407597214904	482.2097436305	96.818474811217	85.7938290194778
B9J08_04434	1204.73902211088	1309.33340110782	1377.71576800329	1482.54943791602
B9J08_04433	391.188213356536	458.768992204018	458.49668531289	464.248850488576
B9J08_04432	1078.03024349153	1134.0858785384	1073.90607118189	1024.71507931675
B9J08_04431	10.0562522713763	21.2082989096748	22.2571206462568	11.2253608062868
B9J08_04430	10.0562522713763	10.0460363256354	18.9185525493183	18.4416641817569
B9J08_04429	0	0	0	0
B9J08_04428	0	1.11622625840394	0	0
B9J08_04427	530.970119928666	632.900288515032	662.149339226139	590.935065302384
B9J08_04426	778.353925804522	770.196118298716	807.933479459121	825.865830748244
B9J08_04425	249.395056330131	274.591659567368	274.875439981271	307.895610686724
B9J08_04424	2809.71688462253	2783.86828845942	3080.38549744194	3143.90283724647
B9J08_04423	1110.21025075994	1187.66473894179	1315.39583019378	1386.33205957642
B9J08_04422	20.1125045427525	17.859620134463	40.0628171632622	73.7666567270277
B9J08_04421	21.1181297698901	10.0460363256354	17.8056965170054	27.2615905295537
B9J08_04420	2255.6173844697	2264.82307830159	2156.71499062228	2098.34065928947
B9J08_04419	51.2868865840189	63.6248967290244	380.596763050991	402.509366053999
B9J08_04418	15222.1490631822	20278.4824364243	17224.7856681381	15747.5775882481
B9J08_04417	6220.79765507335	6361.37344664403	5233.76191996728	5165.26959386426
B9J08_04416	1654.25349864139	1595.08732325922	969.297604144483	1092.86905564064
B9J08_04415	0	0	0	0
B9J08_04414	0	0	0	0
B9J08_04413	932.214585556579	976.697976103444	997.119004952304	918.074151657029
B9J08_04412	1060.9346146302	984.511559912272	1113.96888834515	1157.01397453371
B9J08_04411	4674.14605573568	4365.5608966178	4416.92559224966	4333.79108271287
B9J08_04410	12206.2790069965	11469.2248051004	10988.340463057	11220.5499373698
B9J08_04409	330.850699728279	324.821841195545	377.258194954052	403.311177540162
B9J08_04408	1694.4785077269	1597.31977577603	1668.17119243695	1703.84940809711
B9J08_04407	3311.5238729642	3203.5693616193	3436.49942778205	3459.81656279483
B9J08_04406	4607.7747907446	4731.68310937429	4923.275086952	5243.84711950827
B9J08_04405	1679.39412931984	1673.2231613475	1941.9337763859	1784.8323681996
B9J08_04404	2724.23874031583	2405.46758686048	2045.429387391	2067.87182281526
B9J08_04403	1612.01723910161	1578.34392938317	1799.48820424986	1772.80519590715
B9J08_04402	669.746401273659	1022.46325269801	330.518241596913	254.17424111378
B9J08_04401	342.91820245393	256.732039432905	269.311159819707	258.98511003076
B9J08_04400	489.739485616024	392.911642958186	437.352420698946	505.94304776907
B9J08_04399	2292.82551787379	2320.63439122178	2545.10174589946	2721.34818403839
B9J08_04398	37.2081334040922	45.7652765945614	40.0628171632622	31.2706479603704
B9J08_04397	3155.65196275787	3157.80408502474	3296.27956771063	3490.28539926904
B9J08_04396	500.801363114538	527.975020225062	544.186599800978	518.772031547684
B9J08_04395	1189.65464370381	1245.70850437879	984.877588596863	1096.07630158529
B9J08_04394	1469.21845684807	1398.63150178013	1411.10144897268	1489.76574129149
B9J08_04393	3001.79130300581	2686.75660397827	2802.17148936373	2810.34925900252
B9J08_04392	9134.09393809106	8167.4275327416	7584.113860212	7537.02796993543
B9J08_04391	5626.47314583502	5324.39925258678	4522.64691531938	4710.64248120965
B9J08_04390	3823.38711357725	3782.89078973094	3824.88618305923	3616.16980259668
B9J08_04389	1203.73339688374	1317.14698491664	1256.4144604812	1165.03208939534
B9J08_04388	475.660732436097	560.345581718776	419.54672418194	450.618055223799
B9J08_04387	19464.8818964759	19783.9942039514	19789.9188226192	19571.4165657611
B9J08_04386	246.378180648718	223.245251680787	273.762583948958	272.615905295537
B9J08_04385	754.218920353219	796.98554850041	800.143487232931	744.081059159583
B9J08_04384	721.033287857678	754.568950681061	766.757806263546	743.27924767342
B9J08_04383	6305.27017415291	6493.0881451357	6939.77021750286	6711.96395067335
B9J08_04382	2171.14486539013	2145.38686865237	2125.55502171752	2143.24210251462
B9J08_04381	12922.2841687185	12562.0103120779	13423.2694617575	13262.7637926279
B9J08_04380	503.818238795951	495.604458731348	675.503611613893	684.747009183496
B9J08_04379	5476.63498699151	5756.3788145891	4982.25645666458	5101.92648645736
B9J08_04378	854.781443066982	829.356109994125	939.250491272036	926.092266518662
B9J08_04377	0	0	1.11285603231284	0
B9J08_04376	47.2643856754684	52.462634144985	15.5799844523797	24.8561560710637
B9J08_04375	1151.44088507258	1222.26775295231	1083.92177547271	1058.39116173561
B9J08_04374	255.428807692957	255.615813174501	343.872513984667	334.355389730114
B9J08_04373	7.03937658996338	5.58113129201968	12.2414163554412	12.0271722924502
B9J08_04372	905.062704423863	900.794590531977	257.069743464266	262.192355975413
B9J08_04371	2188.24049425147	2149.85177368598	2174.52068713929	2192.95441465675
B9J08_04370	8630.27569929511	8089.29169465333	8527.81577561329	8636.31151746538
B9J08_04369	11.0618774985139	14.5109413592512	25.5956887431953	18.4416641817569
B9J08_04368	1022.72085599897	911.956853116016	792.353495006741	759.315477396687
B9J08_04367	286.603189734223	290.218827185023	334.969665726165	363.220603231995
B9J08_04366	1076.01899303726	1081.62324439341	915.880514593467	966.18284082683
B9J08_04365	1473.24095775662	1531.4624265302	1564.67558143185	1505.80197101476
B9J08_04364	404.261341309326	378.400701598934	314.938257144533	347.986184994891
B9J08_04363	7210.33287857678	6875.95375176825	7044.37868454027	7009.43601203995
B9J08_04362	879.922073745423	904.143269307188	837.980592331568	703.990484851416
B9J08_04361	913.107706240964	918.65421066644	895.849106011835	837.893003040694
B9J08_04360	5535.96687539263	5537.59846794193	5461.89740659141	5951.8466617905
B9J08_04359	705.948909450613	722.198389187347	776.773510554362	744.081059159583
B9J08_04358	2379.30928740762	2491.41700875759	2224.59920859337	2248.27940720202
B9J08_04357	0	0	0	0
B9J08_04356	423.368220624941	434.212014519131	393.951035438745	450.618055223799
B9J08_04355	2245.56113219832	2260.35817326797	1447.825698039	1397.55742038271
B9J08_04354	596.335759692612	700.990090277672	734.484981326474	747.288305104237
B9J08_04353	2089.68922199199	2032.64801655357	1859.58242999475	1832.9410573694
B9J08_04352	510.857615385914	520.161436416234	487.430942153024	510.75391668605
B9J08_04351	2011.25045427525	1943.34991588125	2161.16641475153	2184.13448830895
B9J08_04350	4593.69603756467	4497.27559510946	4583.85399709658	4353.83636986696
B9J08_04349	911.096455786689	810.380263601258	803.48205532987	820.253150345101
B9J08_04348	1.00562522713763	0	0	0.801811486163344
B9J08_04347	1397.8190657213	1447.74545714991	1405.53716881112	1297.33098461229
B9J08_04346	1673.36037795701	1617.4118484273	1749.40968279578	1822.51750804928
B9J08_04345	734.106415810467	724.430841704155	724.469277035658	761.720911855177
B9J08_04344	901.040203515313	999.022501271523	1086.14748753733	1092.06724415447
B9J08_04343	1044.84461099599	1055.95004045012	934.799067142785	928.497700977152
B9J08_04342	414.317593580702	399.609000508609	377.258194954052	412.131103887959
B9J08_04341	1826.21541248193	2012.5559439023	1964.19089703216	2118.38594644355
B9J08_04340	76738.2554576451	75034.9615424294	63870.1462625308	64216.2801153361
B9J08_04339	1001.60272622908	1103.94776956149	681.067891775457	682.341574725006
B9J08_04338	2375.28678649907	2185.57101395491	2367.04478072941	2228.23412004793
B9J08_04337	1051.88398758596	1093.90173323586	1100.6146159574	1196.30273735571
B9J08_04336	756.230170807495	833.82101502774	822.400607879188	766.531780772157
B9J08_04335	4579.61728438475	4668.05821264526	4557.14545232108	4523.01859344742
B9J08_04334	897.017702606762	959.954582227385	1072.79321514958	1062.40021916643
B9J08_04333	2264.66801151393	2375.32947788358	2075.47650026344	1901.09503369329
B9J08_04332	1182.61526711385	1087.20437568543	1230.818771738	1221.96070491294
B9J08_04331	2071.58796790351	2060.55367301367	2030.96225897093	1925.95118976435
B9J08_04330	5741.11442172871	6066.68971442539	5397.35175671727	5514.85940183148
B9J08_04329	4317.14910010183	4344.35259770812	5034.56069018328	4927.13158247375
B9J08_04328	4439.83537781262	4660.24462883643	4638.38394267991	4476.51352724995
B9J08_04327	1114.23275166849	1117.34248466234	1209.67450712406	1177.86107317395
B9J08_04326	4868.23172457325	4703.77745291419	4597.20826948434	4628.05589813482
B9J08_04325	2182.20674288865	2134.22460606833	2107.74932520052	1983.68161676811
B9J08_04324	600.358260601163	648.527456132687	695.535020195524	704.792296337579
B9J08_04323	5332.83057951083	5066.55098689547	5425.17315752509	5288.74856273342
B9J08_04322	881.933324199698	961.070808485789	882.494833624081	888.407126668985
B9J08_04321	2320.98302423364	2401.00268182687	2608.53453974129	2746.20434010945
B9J08_04320	3620.25081769545	3573.040253151	3905.01181738575	3780.54115726017
B9J08_04319	1153.45213552686	1187.66473894179	1159.59598566998	1197.90636032804
B9J08_04318	561.138876742795	612.808215863761	702.212156389401	578.907893009934
B9J08_04317	3284.37199183149	3262.72935331471	3567.81643959496	3544.80858032814
B9J08_04316	1924.76668474142	1889.77105547786	2387.07618931104	2423.87612267179
B9J08_04315	3081.23569594969	3068.50598435242	3294.053855646	3074.94704943642
B9J08_04314	6.03375136282576	6.69735755042362	13.3542723877541	8.81992634779678
B9J08_04313	1570.78660478897	1386.35301293769	1409.98859294037	1498.58566763929
B9J08_04312	931.208960329442	1215.57039540189	56.7556576479548	50.5141236282907
B9J08_04311	2473.83805875856	2704.61622411274	3012.50127947086	3159.93906696974
B9J08_04310	7990.69805483558	8007.80717778984	7893.48783719497	7928.31197518315
B9J08_04309	2859.99814597941	2498.11436630801	2985.79273469535	3046.88364742071
B9J08_04308	1357.59405663579	1487.92960245245	1304.26726987065	1185.07737654942
B9J08_04307	2913.2962830177	2920.0478919847	2825.5414660423	2801.52933265472
B9J08_04306	1822.19291157338	1847.35445765851	1992.01229783998	2237.05404639573
B9J08_04305	895.006452152487	880.702517880706	925.896218884282	1131.35600697648
B9J08_04304	392.193838583674	399.609000508609	451.819549119013	481.88870318417
B9J08_04303	1.00562522713763	0	2.22571206462568	1.60362297232669
B9J08_04302	3402.03014340659	3362.07349031266	3805.96763050991	3912.03824099096
B9J08_04301	1908.67668110721	2009.20726512709	1912.99951954577	1925.14937827819
B9J08_04300	2000.18857677674	2229.10383803266	2319.19197133996	2425.47974564412
B9J08_04299	672.763276955072	575.972749336431	692.196452098586	668.710779460229
B9J08_04298	1325.41404936739	1239.01114682837	1347.66865513085	1306.95272244625
B9J08_04297	1039.81648486031	936.513830800902	928.121930948908	998.255300273363
B9J08_04296	2068.5710922221	1970.13934608295	2309.17626704914	2318.83881798439
B9J08_04295	1491.3422118451	1452.21036218352	1582.48127794886	1715.87658038956
B9J08_04294	1363.62780799862	1405.32885933056	1379.94148006792	1396.75560889655
B9J08_04293	2252.60050878828	2436.72192209579	2554.00459415797	2353.31671188941
B9J08_04292	1740.73726817523	1503.5567700701	1743.84540263422	1699.84035066629
B9J08_04291	1975.0479460983	2051.62386294643	1976.4323133876	1997.31241203289
B9J08_04290	957.35521623502	908.608174340804	893.62339394721	856.334667222451
B9J08_04289	8096.28870368503	7849.30304909648	8071.54480236502	9305.02229692561
B9J08_04288	7.03937658996338	5.58113129201968	11.1285603231284	10.4235493201235
B9J08_04287	2005.21670291243	2063.90235178888	2101.07218900664	2227.43230856177
B9J08_04286	126.708778619341	131.714698491664	165.815548814613	162.767731691159
B9J08_04285	2166.11673925445	2206.77931286458	2056.55794771413	2224.22506261712
B9J08_04284	2241.53863128977	2280.45024591924	2306.95055498452	2370.95656458501
B9J08_04283	2302.88177014516	2185.57101395491	1997.57657800155	1972.45625596183
B9J08_04282	768.297673533146	708.8036740865	638.77936254757	642.251000416839
B9J08_04281	1208.76152301943	1236.77869431156	1284.23586128902	1411.99002713365
B9J08_04280	3189.84322048055	3199.10445658568	2883.40997972257	2747.00615159562
B9J08_04279	784.387677167348	852.796861420607	901.4133861734	938.119438811112
B9J08_04278	1965.99731905406	1899.8170918035	2032.07511500324	1976.46531339264
B9J08_04277	202.130670654663	186.409785153457	120.188451489787	128.289837786135
B9J08_04276	2737.31186826862	2672.24566261902	2934.60135720896	2808.74563603019
B9J08_04275	499.7957378874	525.742567708254	496.333790411526	473.870588322536
B9J08_04274	1490.33658661796	1505.78922258691	1598.06126240124	1677.38962905372
B9J08_04273	6331.41643005849	5885.86106056396	5404.02889291115	5191.72937290765
B9J08_04272	1472.23533252948	1465.60507728437	1828.42246108999	1786.43599117193
B9J08_04271	3547.84580134154	3523.92629778123	3377.51805806947	3381.23903715082
B9J08_04270	51845.0085850803	51337.4780765138	46885.7374973722	45412.9989533195
B9J08_04269	1017.69272986328	1031.39306276524	1171.83740202542	1263.65490219343
B9J08_04268	9740.48595005504	9512.48017411835	8464.38298177145	9473.40270901991
B9J08_04267	695.892657179237	737.825556805002	750.064965778854	702.386861879089
B9J08_04266	2385.34303877045	2382.026835434	2164.50498284847	2348.50584297243
B9J08_04265	56751.4540682848	56168.5053228861	47537.8711323075	44098.8299274978
B9J08_04264	1362.62218277148	1339.47151008472	1633.67265543525	1817.7066391323
B9J08_04263	7326.98540492474	7831.44342896202	6664.89477752159	6492.2676034646
B9J08_04262	276.546937462847	304.729768544275	289.342568401338	333.553578243951
B9J08_04261	2745.35687008572	2745.91659567368	2768.78580839434	2645.17609285287
B9J08_04260	4255.80596124643	4387.88542178587	3887.20612086875	4051.55343958338
B9J08_04259	388.171337675124	375.052022823723	381.709619083304	451.419866709963
B9J08_04258	2210.3642492485	2299.42609231211	2049.88081152025	1923.54575530586
B9J08_04257	0	0	0	0
B9J08_04256	2693.06435827456	2585.18001446352	2782.1400807821	2823.17824278113
B9J08_04255	1505.42096502503	1478.99979238522	1660.38120021076	1553.1088486984
B9J08_04254	2103.76797517191	2283.79892469445	1908.54809541652	1868.22076276059
B9J08_04253	2058.51483995072	2069.4834830809	2131.11930187909	2202.57615249071
B9J08_04252	2039.40796063511	2116.36498593386	1979.77088148454	2055.84465052281
B9J08_04251	17088.5894847497	16621.725213893	18560.2129069135	19173.718068624
B9J08_04250	5877.87945261942	5872.46634546311	5306.09756206762	5085.89025673409
B9J08_04249	3023.91505800284	2936.79128586076	2951.29419769365	2996.36952379242
B9J08_04248	5694.85566128038	5181.52229151107	5213.73051138565	5285.54131678876
B9J08_04247	2426.57367308309	2341.84269013146	2205.68065604405	2167.29644709952
B9J08_04246	655.667648093732	646.295003615879	658.810771129201	615.791221373448
B9J08_04245	7692.0273623757	7473.13480001435	8246.26319943814	8001.27682042401
B9J08_04244	585.273882194098	583.786333145259	698.873588292463	651.872738250799
B9J08_04243	4568.55540688623	4539.69219292881	7130.06859902836	7329.35879501913
B9J08_04242	15606.2978999488	15381.5978408062	10426.348166739	10633.6239294983
B9J08_04241	1853.36729361464	1675.45561386431	1876.27527047945	1931.5638701675
B9J08_04240	668.740776046521	640.713872323859	693.309308130899	731.25207538097
B9J08_04239	1955.94106678268	1765.86994079503	2099.95933297433	2062.25914241212
B9J08_04238	5741.11442172871	5557.6905405932	6009.42257448933	5798.7006679333
B9J08_04237	586.279507421236	598.29727450451	622.086522062877	659.089041626269
B9J08_04236	5917.09883647779	5629.12902113105	6118.48246565599	6074.52381917349
B9J08_04235	2035.38545972655	1975.72047737497	1812.84247663761	1774.40881887948
B9J08_04234	4221.61470352375	4191.42960030678	3460.98226049293	3584.09734315015
B9J08_04233	3263.2538620616	2895.49091429981	2993.58272692154	3037.26190958675
B9J08_04232	27946.3250621546	27934.6783428169	28879.7268945505	27793.9933563662
B9J08_04231	1598.94411114883	1662.06089876346	1732.71684231109	1700.64216215245
B9J08_04230	980.484596459185	1035.85796779885	950.379051595165	1023.11145634443
B9J08_04229	4926.55798774723	4950.46345602146	4038.55454126329	4344.214632033
B9J08_04228	5.02812613568813	5.58113129201968	3.33856809693852	6.41449188930675
B9J08_04227	5578.20313493241	6081.20065578464	5979.37546161688	5962.27021111063
B9J08_04226	1200.71652120233	1011.30099011397	1209.67450712406	1217.14983599596
B9J08_04225	0	0	0	0
B9J08_04224	1079.03586871867	961.070808485789	1010.47327734006	1183.4737535771
B9J08_04223	14679.1114405279	14293.2772388624	10742.3992799158	10773.1391280907
B9J08_04222	1395.80781526702	1388.5854654545	1157.37027360535	1262.0512792211
B9J08_04221	4482.0716373524	3846.51568645996	4440.29556892823	4541.46025762918
B9J08_04220	868.860196246909	898.562138015169	914.767658561154	987.029939467076
B9J08_04219	70571.7615648372	67560.7105161566	61200.4046410123	59342.8699024353
B9J08_04218	1271.11028710196	1207.75681159306	1443.37427390975	1461.70233927578
B9J08_04217	439.458224259143	431.979562002323	468.512389603705	506.744859255233
B9J08_04216	592.313258784062	500.069363764963	505.236638670029	618.196655831938
B9J08_04215	941.265212600818	1014.64966888918	945.927627465913	925.290455032499
B9J08_04214	644.605770595218	623.9704784478	884.720545688707	826.667642234408
B9J08_04213	2854.97001984372	2898.83959307502	2777.68865665285	2815.1601279195
B9J08_04212	1303.29029437036	1444.39677837469	1085.03463150502	1130.55419549032
B9J08_04211	1782.97352771501	1883.07369792744	1700.44401737402	1668.56970270592
B9J08_04210	447.503226076244	453.187860911998	392.838179406432	399.302120109345
B9J08_04209	402.25009085505	376.168249082127	389.499611309494	387.274947816895
B9J08_04208	2650.82809873478	2456.81399474706	2594.06741132123	2754.22245497109
B9J08_04207	85059.804212209	84544.0930377725	73386.1781948379	73643.1777581585
B9J08_04206	173.973164294809	154.039223659743	247.05403917345	262.192355975413
B9J08_04205	552.088249698557	525.742567708254	422.885292278879	462.64522751625
B9J08_04204	106.596274076588	84.8331956386992	80.1256343265244	75.3702796993543
B9J08_04203	763.269547397458	802.56667979243	727.807845132597	800.207863191017
B9J08_04202	2252.60050878828	2303.89099734572	2523.95748128552	2672.43768338243
B9J08_04201	0	0	0	0
B9J08_04200	457.55947834762	435.328240777535	159.138412620736	211.678232347123
B9J08_04199	0	1.11622625840394	1.11285603231284	0
B9J08_04198	1184.62651756812	1096.13418575267	1073.90607118189	1095.27449009913
B9J08_04197	4578.61165915761	4519.60012027754	4898.79225424112	4781.20189199202
B9J08_04196	2902.23440551919	2827.40111253717	2885.63569178719	2926.61192449621
B9J08_04195	1768.89477453508	1563.83298802391	1609.18982272437	1511.4146514179
B9J08_04194	25.1406306784406	30.1381089769063	42.2885292278879	37.6851398496772
B9J08_04193	2102.76234994478	2329.56420128901	2410.44616598961	2293.18085042716
B9J08_04192	493.761986524574	535.788604033889	544.186599800978	534.80826127095
B9J08_04191	3.01687568141288	2.23245251680787	7.78999222618987	3.20724594465338
B9J08_04190	1102.16524894284	1083.85569691022	1149.58028137916	1178.66288466012
B9J08_04189	637.566394005255	657.457266199918	630.98937032138	606.169483539488
B9J08_04188	480.688858571785	474.396159821673	503.010926605403	492.312252504293
B9J08_04187	4211.55845125238	4157.94281255466	4073.05307826499	4018.67916865068
B9J08_04186	1228.87402756218	1320.49566369186	1179.62739425161	1225.16795085759
B9J08_04185	849.753316931294	789.171964691583	738.936405455725	687.954255128149
B9J08_04184	1138.36775711979	1105.0639958199	1108.40460818359	1230.78063126073
B9J08_04183	5099.5255268149	6493.0881451357	1503.46849965465	1416.80089605063
B9J08_04182	982.49584691346	956.605903452173	888.059113785646	872.370896945718
B9J08_04181	1507.4322154793	1474.5348873516	1596.94840636892	1742.33635943295
B9J08_04180	10243.2985636239	9999.15482278246	10397.4139098989	10033.8689378481
B9J08_04179	341.912577226793	375.052022823723	347.211082081606	341.571693105585
B9J08_04178	3385.94013977239	3108.69012965496	3324.10096851845	3370.01367634453
B9J08_04177	991.546473957699	1011.30099011397	889.171969817958	1006.273415135
B9J08_04176	1.00562522713763	1.11622625840394	5.5642801615642	4.00905743081672
B9J08_04175	8.04500181710101	4.46490503361574	6.67713619387703	8.01811486163344
B9J08_04174	31.1743820412664	50.2301816281771	48.9656654217649	45.7032547113106
B9J08_04173	0	3.34867877521181	1.11285603231284	1.60362297232669
B9J08_04172	1973.03669564402	1864.09785153457	2213.47064827024	2196.96347208756
B9J08_04171	195.091294064699	218.780346647172	251.505463302702	259.786921516923
B9J08_04170	7.03937658996338	5.58113129201968	8.90284825850271	5.61268040314341
B9J08_04169	1.00562522713763	0	2.22571206462568	0.801811486163344
B9J08_04168	3060.1175661798	3032.78674408349	2829.99289017155	2962.69344137356
B9J08_04167	4645.98854937583	4248.35713948538	4961.11219205064	4887.84281965175
B9J08_04166	3507.62079225604	3481.50969996188	3325.21382455076	3355.58106959359
B9J08_04165	4349.32910737023	4522.94879905275	4104.21304716975	4162.20342467392
B9J08_04164	556.110750607107	610.575763346953	657.697915096888	605.367672053325
B9J08_04163	1113.22712644135	1099.48286452788	705.55072448634	859.541913167105
B9J08_04162	2549.25995079388	2417.74607570293	2861.15285907631	2678.85217527173
B9J08_04161	718.016412176265	695.408958985652	979.313308435298	970.99370974381
B9J08_04160	8.04500181710101	4.46490503361574	11.1285603231284	12.8289837786135
B9J08_04159	10.0562522713763	13.3947151008472	7.78999222618987	5.61268040314341
B9J08_04158	345.935078135343	375.052022823723	411.75673195575	339.166258647095
B9J08_04157	2323.99989991505	2393.18909801804	2360.36764453553	2485.61560710637
B9J08_04156	1353.57155572724	1385.23678667928	1695.99259324477	1720.68744930654
B9J08_04155	3284.37199183149	3412.30367194083	2530.6346174794	2700.50108539814
B9J08_04154	1090.09774621719	1121.80738969596	984.877588596863	1096.07630158529
B9J08_04153	1462.17908025811	1554.90317795668	1263.09159667507	1310.1599683909
B9J08_04152	5047.23301500374	5015.20457900889	5543.13589695025	5553.34635316732
B9J08_04151	225.260050878828	215.43166787196	237.038334882635	254.17424111378
B9J08_04150	9110.96455786689	9281.42133862873	8574.55572897042	8722.10534648486
B9J08_04149	361.019456542408	377.28447534053	289.342568401338	330.346332299298
B9J08_04148	5334.84182996511	5123.47852607407	4754.12097004045	4417.17947727386
B9J08_04147	793.438304211587	789.171964691583	792.353495006741	855.532855736288
B9J08_04146	2351.15178104777	2167.71139382044	1751.63539486041	1945.99647691844
B9J08_04145	388.171337675124	411.887489351052	480.753805959146	438.590882931349
B9J08_04144	393.199463810812	373.935796565319	468.512389603705	415.338349832612
B9J08_04143	2844.91376757234	2914.46676069268	3230.62106180417	3228.09304329362
B9J08_04142	4795.82670821934	4817.63253127139	4882.09941375642	4672.95734135997
B9J08_04141	1372.67843504286	1549.32204666466	1279.78443715976	1142.58136778277
B9J08_04140	140.787531799268	160.736581210167	50.0785214540778	48.1086891698006
B9J08_04139	529.964494701529	550.299545393141	500.785214540778	513.15935114454
B9J08_04138	3696.67833495791	3463.65007982741	3325.21382455076	3008.39669608487
B9J08_04137	1.00562522713763	2.23245251680787	0	0
B9J08_04136	37294.617173626	34902.1626477743	31003.0562042034	28595.8048425295
B9J08_04135	489.739485616024	497.836911248156	563.105152350297	495.519498448947
B9J08_04134	3224.03447820323	3103.10899836294	3035.87125614942	3155.12819805276
B9J08_04133	1287.20029073616	1482.34847116043	1362.13578355091	1270.06939408274
B9J08_04132	5395.17934359336	5440.48678346079	5303.87185000299	5556.55359911197
B9J08_04131	2928.38066142477	3144.40936992389	2998.03415105079	2645.97790433904
B9J08_04130	3429.1820245393	3530.62365533165	3099.30404999126	2934.63003935784
B9J08_04129	4696.26981073271	5009.62344771687	4642.83536680916	4390.71969823047
B9J08_04128	1984.09857314254	1948.93104717327	1421.1171532635	1397.55742038271
B9J08_04127	3069.16819322403	3097.52786707092	3005.82414327698	2989.15322041695
B9J08_04126	743.157042854706	646.295003615879	632.102226353693	646.260057847655
B9J08_04125	984.507097367736	1052.60136167491	910.316234431902	881.992634779678
B9J08_04124	2033.37420927228	2209.01176538139	2154.48927855766	1976.46531339264
B9J08_04123	1391.78531435847	1444.39677837469	1591.38412620736	1545.89254532293
B9J08_04122	79003.9290943862	87929.6072795117	57059.4673447762	52572.373713272
B9J08_04121	3244.14698274598	3405.60631439041	3201.68680496404	3159.13725548358
B9J08_04120	36135.1312867363	36612.2212756491	29939.1658373123	29630.9434711664
B9J08_04119	1013.67022895473	1161.9915349985	1056.10037466488	1049.57123538782
B9J08_04118	1917.72730815145	1984.6502874422	2028.73654690631	1884.25699248386
B9J08_04117	4645.98854937583	4824.32988882181	4563.82258851495	4646.49756231658
B9J08_04116	2596.52433646935	2571.78529936267	2450.50898315287	2452.74133617367
B9J08_04115	1886.55292611019	2148.73554742758	2227.9377766903	2057.44827349514
B9J08_04114	2606.58058874073	2807.3090398859	3368.61520981096	3249.74195342003
B9J08_04113	81147.9220786436	86629.2036884711	62878.59153774	59182.5076052026
B9J08_04112	1579.83723183321	1838.42464759128	1427.79428945737	1422.41357645377
B9J08_04111	28172.5907382606	28253.9190527204	33012.8741985604	32401.2021558607
B9J08_04110	690.864531043549	677.549338851189	733.372125294161	709.603165254559
B9J08_04109	12543.1634580876	16378.387889561	6262.04089382435	5608.67134571259
B9J08_04108	21528.4248625623	22171.6021706774	25061.5178476851	24838.5162183681
B9J08_04107	2634.73809510058	2670.01321010222	2621.88881212905	2550.5623374856
