	AR0382_A	AR0382_B	AR0382_tnSWI1_A	AR0382_tnSWI1_B
B9J08_05562	11.0618774985139	6.69735755042362	13.3542723877541	13.6307952647768
B9J08_05561	1855.37854406892	1964.55821479093	2012.04370642161	2009.33958432534
B9J08_05560	5246.34680997699	5182.63851776948	5289.40472158292	5320.82102217995
B9J08_05559	85.4781443066982	92.6467794475267	106.834179102033	113.857231035195
B9J08_05558	8122.4349595906	8373.92939054633	7680.93233502322	7354.21495109019
B9J08_05557	3081.23569594969	3249.33463821386	3487.69080526844	3324.31042163322
B9J08_05556	316.771946548352	313.659578611506	351.662506210857	380.860455927588
B9J08_05555	1634.14099409864	1630.80656352815	1718.24971389102	1762.38164658703
B9J08_05554	1190.66026893095	1167.57266629052	1348.78151116316	1292.52011569531
B9J08_05553	1277.14403846478	1337.23905756792	656.585059064575	732.053886867133
B9J08_05552	978.47334600491	1052.60136167491	1007.13470924312	966.18284082683
B9J08_05551	878.916448518285	985.627786170676	678.842179710832	689.557878100476
B9J08_05550	2791.61563053405	2946.83732218639	1590.27127017505	1765.58889253168
B9J08_05549	901.040203515313	888.516101689533	975.97474033836	919.677774629356
B9J08_05548	1597.93848592169	1591.73864448401	1691.54116911552	1709.46208850025
B9J08_05547	468.621355846134	507.882947573791	561.992296317984	571.691589634464
B9J08_05546	3936.01713901667	4659.12840257803	4163.19441688233	4111.68930104563
B9J08_05545	315.766321321215	343.797687588412	400.628171632622	317.517348520684
B9J08_05544	2779.5481278084	2878.74752042375	2851.13715478549	2916.99018666225
B9J08_05543	935.231461237992	1161.9915349985	942.589059368975	891.614372613639
B9J08_05542	5625.46752060788	5744.10032574666	6806.22749362532	6759.27082835699
B9J08_05541	303.698818595563	244.453550590462	264.859735690456	303.084741769744
B9J08_05540	458.565103574757	485.558422405712	475.189525797582	550.042679508054
B9J08_05539	798.466430347275	867.307802779858	251.505463302702	263.79597894774
B9J08_05538	1506.42659025216	1367.37716654482	1102.84032802202	1148.99585967207
B9J08_05537	3343.70388023261	3168.96634760877	2726.49727916646	2925.00830152388
B9J08_05536	3419.12577226793	3517.2289402308	3074.82121728037	3061.31625417165
B9J08_05535	2869.04877302365	2904.42072436704	2844.46001859162	2863.2688170893
B9J08_05534	111.624400212276	93.7630057059307	55.642801615642	93.0101323949479
B9J08_05533	307.721319504114	262.313170724925	268.198303787394	295.868438394274
B9J08_05532	752.207669898944	796.98554850041	92.3670506819656	93.0101323949479
B9J08_05531	2644.79434737196	2469.09248358951	2612.98596387055	2655.599642173
B9J08_05530	1978.06482177971	1970.13934608295	1954.17519274135	1715.07476890339
B9J08_05529	8021.87243687684	10004.7359540745	6002.74543829545	6107.39809010619
B9J08_05528	781.370801485935	831.588562510933	839.093448363881	799.406051704854
B9J08_05527	3949.09026696946	4007.25226767013	3377.51805806947	3463.82562022565
B9J08_05526	0	0	0	0
B9J08_05525	570.189503787034	616.156894638973	585.362272996553	538.817318701767
B9J08_05524	831.652062842817	836.053467544548	953.717619692103	945.335742186583
B9J08_05523	490.745110843161	458.768992204018	437.352420698946	442.599940362166
B9J08_05522	3089.28069776679	3376.58443167191	2192.32638365629	2175.31456196115
B9J08_05521	502.812613568813	490.023327439328	469.625245636018	510.75391668605
B9J08_05520	358.002580860995	391.795416699782	319.389681273785	331.949955271624
B9J08_05519	28.1575063598535	27.9056564600984	53.4170895510163	53.721369572944
B9J08_05518	2130.91985630463	1944.46614213966	2147.81214236378	2174.51275047499
B9J08_05517	8.04500181710101	10.0460363256354	5.5642801615642	6.41449188930675
B9J08_05516	2519.09119397975	2214.59289667341	2498.36179254232	2450.33590171518
B9J08_05515	7163.06849290131	6711.86849178287	6880.78884779028	6873.92987087835
B9J08_05514	1065.96274076588	1084.97192316863	1185.19167441317	1201.11360627269
B9J08_05513	1435.02719912539	1533.69487904701	1547.98274094716	1658.1461533858
B9J08_05512	2080.63859494775	2108.55140212504	1929.69236003046	1865.01351681594
B9J08_05511	3960.15214446797	3895.62964182974	3688.00489108475	3624.98972894448
B9J08_05510	806.511432164376	785.823285916371	821.287751846875	849.118363846981
B9J08_05509	2183.21236811579	2405.46758686048	909.203378399589	1006.273415135
B9J08_05508	110.618774985139	160.736581210167	75.6742101972731	77.7757141578444
B9J08_05507	1881.5247999745	1873.0276616018	2048.76795548794	1865.8153283021
B9J08_05506	4668.11230437286	4749.54272950875	4695.13960032787	4877.41927033162
B9J08_05505	4492.12788962377	4344.35259770812	4712.94529684487	4607.20879949458
B9J08_05504	3515.66579407314	3594.24855206067	3650.16778598611	3831.85709237462
B9J08_05503	19447.7862676145	18355.2245931943	18202.9861205411	20966.5685516853
B9J08_05502	56.315012719707	79.2520643466795	85.6899144880886	98.6228127980913
B9J08_05501	2427.57929831023	2629.82906479967	2342.56194801853	2621.12174826797
B9J08_05500	632.538267869567	609.459537088549	635.440794450631	663.899910543249
B9J08_05499	705.948909450613	717.733484153731	744.500685617289	679.134328780352
B9J08_05498	1125.294629167	1160.87530874009	1126.21030470059	1151.40129413056
B9J08_05497	604.380761509713	545.834640359525	587.587985061179	667.908967974066
B9J08_05496	1889.5698017916	2082.87819818175	1219.69021141487	1291.71830420915
B9J08_05495	1806.10290793918	1685.50165018994	1825.08389299306	2043.81747823036
B9J08_05494	9451.87150986655	8948.78591362436	9668.49320873395	9433.31213471174
B9J08_05493	3708.74583768356	3362.07349031266	3872.73899244868	3804.59550184507
B9J08_05492	160.90003634202	141.7607348173	191.411237557808	220.49815869492
B9J08_05491	60820.2137372836	82035.9326351389	63584.1422622264	55428.4262269858
B9J08_05490	2712.17123759018	4296.35486859675	1033.84325401863	954.155668534379
B9J08_05489	170.956288613396	189.758463928669	370.581058760175	367.229660662812
B9J08_05488	14685.1451918908	16359.4120431681	13321.999562817	13431.1442047222
B9J08_05487	9731.43532301081	10865.3463993039	6919.73880892123	7233.94322816569
B9J08_05486	3936.01713901667	3648.94363872247	3941.73606645208	4070.7969152513
B9J08_05485	767.292048306009	819.310073668489	790.127782942116	836.289380068368
B9J08_05484	1037.80523440603	1101.71531704468	1126.21030470059	985.42631649475
B9J08_05483	7686.99923624001	7477.59970504797	7983.62917581231	7718.23736580835
B9J08_05482	421.356970170665	429.747109485515	370.581058760175	318.319160006848
B9J08_05481	437.446973804867	439.793145811151	349.436794146231	382.464078899915
B9J08_05480	2108.7961013076	2100.73781831621	1959.73947290291	1955.6182147524
B9J08_05479	2379.30928740762	2273.75288836882	4070.82736620037	3874.35310114128
B9J08_05478	228.276926560241	232.175061748019	217.006926301004	235.732576932023
B9J08_05477	5337.85870564652	5242.91473572329	5738.99855863731	6170.7411975131
B9J08_05476	1446.08907662391	1490.16205496925	1507.9199237839	1593.19942300656
B9J08_05475	1.00562522713763	7.81358380882755	4.45142412925136	3.20724594465338
B9J08_05474	3326.60825137127	3456.95272227699	3748.09911682964	3642.62958164007
B9J08_05473	390.182588129399	414.11994186786	357.226786372421	380.058644441425
B9J08_05472	1194.6827698395	1165.34021377371	1416.66572913424	1442.45886360786
B9J08_05471	923.163958512341	955.489677193769	672.165043516955	864.352782084085
B9J08_05470	8.04500181710101	17.859620134463	21.1442646139439	17.6398526955936
B9J08_05469	15942.1767258128	17051.4723233785	12238.0777873443	12231.6342214218
B9J08_05468	869.865821474046	726.663294220962	872.479129333266	873.172708431882
B9J08_05467	79.4443929438724	100.460363256354	109.059891166658	103.433681715071
B9J08_05466	426.385096306353	406.306358059033	491.882366282275	525.988334923154
B9J08_05465	323.811323138316	292.451279701831	293.793992530589	294.264815421947
B9J08_05464	746.173918536118	742.290461838618	726.694989100284	676.728894321862
B9J08_05463	10668.6780347031	10926.7388435161	11498.0285258563	11243.8024704686
B9J08_05462	317.77757177549	296.916184735447	294.906848562902	293.463003935784
B9J08_05461	6293.20267142726	8632.89388249604	192.524093590121	184.416641817569
B9J08_05460	5516.85999607702	5501.879227673	6028.34112703865	6024.0096955452
B9J08_05459	2742.33999440431	2821.81998124515	2722.0458550372	2904.16120288363
B9J08_05458	1404.85844231126	1289.24132845655	1560.2241573026	1642.10992366253
B9J08_05457	1475.2522082109	1500.20809129489	1619.20552701518	1482.54943791602
B9J08_05456	296.6594420056	293.567505960235	314.938257144533	296.670249880437
B9J08_05455	1596.93286069455	1571.64657183274	1737.16826644034	1856.19359046814
B9J08_05454	3551.86830225009	3544.0183704325	3918.36608977351	4126.12190779657
B9J08_05453	4912.4792345673	4612.24689972506	4750.78240194351	5057.02504323221
B9J08_05452	2227.45987810984	2090.69178199057	2180.08496730085	2061.45733092596
B9J08_05451	486.722609934611	468.815028529653	257.069743464266	273.4177167817
B9J08_05450	1736.71476726668	1532.5786527886	1512.37134791315	1515.42370884872
B9J08_05449	2578.42308238087	2892.1422355246	2836.67002636543	2715.73550363525
B9J08_05448	1235.91340415214	1350.63377266876	1394.40860848799	1367.89039539466
B9J08_05447	534.992620837217	634.016514773436	731.146413229535	656.683607167779
B9J08_05446	7064.51722064182	7176.21861527891	8102.70477126978	7850.5362610253
B9J08_05445	9253.76334012043	8859.48781295204	7085.55435773585	7150.5548336047
B9J08_05444	737.12329149188	850.564408903799	849.109152654696	849.118363846981
B9J08_05443	575.217629922722	619.505573414185	692.196452098586	698.377804448273
B9J08_05442	916.124581922377	894.097232981553	803.48205532987	841.100248985348
B9J08_05441	414.317593580702	414.11994186786	442.91670086051	464.248850488576
B9J08_05440	3832.43774062149	4066.41225936554	4066.37594207111	3772.52304239853
B9J08_05439	18054.9953280289	17675.4428018263	17657.6866647078	17910.8649779168
B9J08_05438	4553.47102847917	4410.20994695395	4763.02381829895	4900.67180343036
B9J08_05437	2.01125045427525	4.46490503361574	8.90284825850271	12.0271722924502
B9J08_05436	3319.5688747813	3098.64409332933	2829.99289017155	2727.7626759277
B9J08_05435	504.823864023088	563.694260493988	485.205230088398	409.725669429469
B9J08_05434	4998.96300410114	5041.99400921058	5590.9887063397	5807.5205942811
B9J08_05433	1951.91856587413	2537.18228535215	3611.21782485516	3525.56510466022
B9J08_05432	49903.1462714775	49570.4919094604	44055.7446072007	43420.4974102036
B9J08_05431	3285.37761705862	3225.89388678738	3132.68973096064	3368.41005337221
B9J08_05430	46604.6955264661	48020.0536365373	63508.4680520291	72219.1605587324
B9J08_05429	184.029416566186	131.714698491664	222.571206462568	200.452871540836
B9J08_05428	0	0	0	0
B9J08_05427	161.905661569158	205.385631546324	123.527019586725	141.118821564749
B9J08_05426	0	0	0	0
B9J08_05425	215.203798607452	208.734310321536	186.959813428557	201.254683026999
B9J08_05424	4451.90288053827	4176.91865894753	4441.40842496054	4550.28018397698
B9J08_05423	57.3206379468447	64.7411229874283	80.1256343265244	91.4065094226212
B9J08_05422	765.280797851733	872.888934071878	787.90207087749	752.099174021217
B9J08_05421	4853.14734616618	4749.54272950875	4126.47016781601	4123.71647333808
B9J08_05420	350.963204271031	353.843723914048	341.646801920042	329.544520813134
B9J08_05419	957.35521623502	1022.46325269801	1039.40753418019	1045.562177957
B9J08_05418	853.775817839844	833.82101502774	1181.85310631623	1134.56325292113
B9J08_05417	16.090003634202	13.3947151008472	16.6928404846926	12.8289837786135
B9J08_05416	3590.08206088132	3627.73533981279	3404.22660284497	3501.51076007532
B9J08_05415	180.006915657635	189.758463928669	163.589836749987	174.794903983609
B9J08_05414	4292.00846942339	4295.23864233835	4136.48587210682	4003.44475041358
B9J08_05413	2249.58363310687	1963.44198853252	2073.25078819882	1974.05987893415
B9J08_05412	32.180007268404	47.9977291113693	17.8056965170054	11.2253608062868
B9J08_05411	8162.65996867611	8231.05242947063	7956.9206310368	7702.20113608508
B9J08_05410	1057.91773894878	1158.64285622329	1144.0160012176	1067.21108808341
B9J08_05409	16247.8867948626	15592.5646036446	16790.7718155361	16950.2948174931
B9J08_05408	937.242711692267	938.74628331771	827.964888040752	930.101323949479
B9J08_05407	582.257006512685	578.205201853239	539.735175671727	548.439056535727
B9J08_05406	841.708315114193	924.235341958459	899.187674108774	881.992634779678
B9J08_05405	755.224545580357	712.152352861711	734.484981326474	764.126346313667
B9J08_05404	2936.42566324187	2588.52869323873	2831.10574620386	2666.02319149312
B9J08_05403	419.34571971639	391.795416699782	418.433868149627	410.527480915632
B9J08_05402	7466.76731149687	7303.46840873696	8160.57328495005	7831.29278535738
B9J08_05401	1604.97786251165	1455.55904095873	1493.45279536383	1577.1631932833
B9J08_05400	7728.22987055266	7951.99586486964	7993.64488010312	8321.19960340318
B9J08_05399	72.4050163539091	73.6709330546598	96.818474811217	94.6137553672746
B9J08_05398	21.1181297698901	14.5109413592512	32.2728249370723	24.0543445849003
B9J08_05397	1766.88352408081	1670.99070883069	1603.6255425628	1661.35339933045
B9J08_05396	873.888322382597	818.193847410085	908.090522367277	898.830675989109
B9J08_05395	517.896991975877	582.670106886855	490.769510249962	517.97022006152
B9J08_05394	1290.21716641757	1324.96056872547	1215.23878728562	1231.5824427469
B9J08_05393	461.58197925617	530.20747274187	474.076669765269	419.347407263429
B9J08_05392	888.972700789661	1022.46325269801	738.936405455725	611.782163942632
B9J08_05391	1100.15399848856	1119.57493717915	1198.54594680093	1102.4907934746
B9J08_05390	1411.89781890123	1319.37943743345	1374.37719990636	1296.52917312613
B9J08_05389	2412.49491990316	2366.39966781634	1986.44801767842	1959.62727218321
B9J08_05388	0	0	0	0
B9J08_05387	57.3206379468447	51.3464078865811	110.172747198971	145.127878995565
B9J08_05386	892.995201698212	937.630057059306	854.67343281626	843.505683443838
B9J08_05385	3601.14393837984	3674.61684266576	2905.66710036882	2857.65613668616
B9J08_05384	2406.46116854034	2274.86911462722	2432.70328663587	2471.18300035543
B9J08_05383	1299.26779346181	1178.73492887456	1221.9159234795	1131.35600697648
B9J08_05382	331.856324955417	439.793145811151	402.853883697248	389.680382275385
B9J08_05381	4600.73541415464	4661.36085509484	4465.89125767142	4239.97913883176
B9J08_05380	792.432678984449	782.474607141159	851.334864719322	760.919100369013
B9J08_05379	1393.79656481275	1404.21263307215	1230.818771738	1167.43752385383
B9J08_05378	2435.62430012733	2479.13851991514	2145.58643029915	2168.90007007185
B9J08_05377	69618.4288495107	68615.5443303484	56083.4926044378	54736.4629144268
B9J08_05376	579.240130831272	623.9704784478	920.331938722718	849.118363846981
B9J08_05375	8241.09873639285	8402.95127326483	7907.95496561503	8337.23583312645
B9J08_05374	3897.80338038544	4130.03715609456	4130.92159194526	3993.02120109345
B9J08_05373	23867.5091408844	24487.7716568656	27223.797118469	27988.0317360177
B9J08_05372	1603.97223728451	1616.2956221689	1678.18689672776	1666.16426824743
B9J08_05371	1179.59839143244	1353.98245144397	1456.72854629751	1390.34111700724
B9J08_05370	650.639521958044	722.198389187347	626.537946192128	622.205713262755
B9J08_05369	2285.78614128382	2382.026835434	2489.45894428382	2510.47176317743
B9J08_05368	1676.37725363842	1808.28653861438	1849.56672570394	1700.64216215245
B9J08_05367	2508.02931648124	2694.5701877871	2750.98011187734	2621.12174826797
B9J08_05366	641.588894913805	619.505573414185	1036.06896608325	1031.93138269222
B9J08_05365	935.231461237992	906.375721823996	900.300530141087	921.281397601682
B9J08_05364	6021.6838601001	5793.21428111643	5818.01133693152	6159.51583670681
B9J08_05363	1971.02544518975	1987.99896621741	1989.78658577536	2047.82653566118
B9J08_05362	493.761986524574	604.994632054934	457.383829280577	436.987259959022
B9J08_05361	10039.1566425149	10379.7879768982	9968.96433745841	9669.04471164377
B9J08_05360	39220.3894835945	41867.4145002148	36518.3707003458	35849.7933578493
B9J08_05359	15388.07722566	16181.9320680819	13496.7179598901	12876.2906562971
B9J08_05358	5173.94179362309	5218.3577580384	5096.8806279928	4944.77143516934
B9J08_05357	3259.23136115305	3326.35425004373	3329.66524868001	3332.32853649486
B9J08_05356	2663.90122668757	2625.36415976606	2825.5414660423	3014.00937648801
B9J08_05355	28559.7564507086	28582.0895726912	27897.0750180182	26815.7833432469
B9J08_05354	712.988286040577	660.80594497513	515.252342960844	534.006449784787
B9J08_05353	703.937658996338	641.830098582263	713.34071671253	586.926007871568
B9J08_05352	9051.63266946577	9093.89532721687	10360.6896608325	10392.2786721631
B9J08_05351	1884.54167565591	1803.82163358076	1894.08096699645	1707.05665404176
B9J08_05350	1298.26216823468	1291.47378097335	1246.39875619038	1284.50200083368
B9J08_05349	2320.98302423364	2405.46758686048	2501.70036063926	2331.667801763
B9J08_05348	1957.95231723696	1958.97708349891	1977.54516941992	1869.02257424675
B9J08_05347	387.165712447986	392.911642958186	419.54672418194	384.067701872242
B9J08_05346	1985.10419836967	2057.20499423845	2334.77195579234	2266.72107138377
B9J08_05345	563.150127197071	668.619528783958	417.321012117315	384.869513358405
B9J08_05344	2703.12061054594	2901.07204559183	1917.45094367502	2036.60117485489
B9J08_05343	73.4106415810467	78.1358380882755	96.818474811217	76.973902671681
B9J08_05342	302.693193368425	321.473162420334	189.185525493183	218.09272423643
B9J08_05341	0	0	0	0
B9J08_05340	83.466893852423	82.6007431218913	446.255268957448	432.978202528206
B9J08_05339	6611.98586842989	6575.68888825759	6947.56020972905	6686.30598311613
B9J08_05338	2359.19678286487	2552.8094529698	2705.35301455251	2561.78769829188
B9J08_05337	11613.9657482124	11365.4157630689	11524.7370706318	11543.6799662937
B9J08_05336	2039.40796063511	2102.97027083302	1714.91114579409	1566.73964396317
B9J08_05335	1617.0453652373	1526.99752149658	1632.55979940293	1706.2548425556
B9J08_05334	915.11895669524	919.770436924843	1106.17889611896	1046.36398944316
B9J08_05333	5508.81499425991	5496.29809638098	5016.75499366628	4777.1928345612
B9J08_05332	29728.2929646425	30580.1345752342	29218.0351283736	27890.2107347058
B9J08_05331	6800.03778590463	6623.68661736896	7077.76436550966	6647.81903178029
B9J08_05330	0	0	0	0
B9J08_05329	7.03937658996338	3.34867877521181	12.2414163554412	12.8289837786135
B9J08_05328	2086.67234631057	1862.98162527617	1820.6324688638	1921.14032084737
B9J08_05327	5114.60990522197	4912.51176323572	5242.66476822578	5194.93661885231
B9J08_05326	3080.23007072255	2914.46676069268	3102.6426180882	2972.31517920752
B9J08_05325	8006.78805846978	8054.6886806428	7625.28953340757	7823.27467049575
B9J08_05324	527.953244247254	567.0429392692	553.089448059481	672.719836891046
B9J08_05323	945.287713509368	927.584020733671	962.620467950606	1014.29152999663
B9J08_05322	4186.41782057394	4143.43187119541	4320.10711743844	4158.1943672431
B9J08_05321	962.383342370708	937.630057059306	938.137635239723	1063.20203065259
B9J08_05320	429.401971987766	394.02786921659	382.822475115617	350.391619453381
B9J08_05319	62.3487640825328	60.2762179538126	86.8027705204015	92.2083209087846
B9J08_05318	2292.82551787379	2397.65400305166	2341.44909198621	2631.54529758809
B9J08_05317	6609.97461797561	6209.5666755011	5983.82688574614	6016.79339216973
B9J08_05316	987.523973049149	810.380263601258	906.977666334964	887.605315182822
B9J08_05315	422.362595397803	417.468620643072	497.446646443839	536.411884243277
B9J08_05314	813.550808754339	704.338769052884	698.873588292463	776.95533009228
B9J08_05313	4247.76095942933	4147.89677622903	5919.28123587199	5787.47530712702
B9J08_05312	525.941993792978	553.648224168352	513.026630896219	506.744859255233
B9J08_05311	4615.8197925617	4484.99710626702	4917.71080679044	4826.90514670333
B9J08_05310	940.25958737368	896.329685498361	953.717619692103	924.488643546336
B9J08_05309	1377.70656117855	1349.51754641036	1414.44001706962	1399.16104335504
B9J08_05308	4518.27414552935	4976.13665996475	7981.40346374768	7529.81166655996
B9J08_05307	71.3993911267714	79.2520643466795	41.175673195575	39.2887628220039
B9J08_05306	971.433969414947	1025.81193147322	716.679284809468	691.161501072803
B9J08_05305	17.0956288613396	21.2082989096748	10.0157042908156	15.2344182371035
B9J08_05304	636.560768778117	601.645953279722	592.03940919043	638.241942986022
B9J08_05303	907.073954878139	927.584020733671	938.137635239723	880.389011807352
B9J08_05302	201.125045427525	180.828653861438	227.022630591819	193.236568165366
B9J08_05301	18766.9779888424	18215.6963108938	17312.7012946908	17388.8857004244
B9J08_05300	7470.78981240542	7152.77786385242	7932.43779832592	8152.81919130888
B9J08_05299	4228.65408011372	4496.15936885106	4184.33868149628	4150.17625238147
B9J08_05298	165.928162477708	157.387902434955	168.041260879239	129.091649272298
B9J08_05297	3108.3875770824	3264.96180583151	3287.37671945213	3418.12236551434
B9J08_05296	1350.55468004583	1287.00887593974	1276.44586906283	1460.90052778961
B9J08_05295	1257.03153392203	1180.96738139136	1155.14456154073	1057.58935024945
B9J08_05294	1660.28725000422	1508.02167510372	1493.45279536383	1543.48711086444
B9J08_05293	407.278216990738	428.630883227111	416.208156085002	501.933990338253
B9J08_05292	252.411932011544	208.734310321536	275.988296013584	230.921708015043
B9J08_05291	2348.13490536636	2335.14533258103	2369.27049279403	2471.18300035543
B9J08_05290	5805.47443626551	5317.70189503635	1489.00137123458	1669.37151419208
B9J08_05289	157.883160660607	167.43393876059	386.161043212555	437.789071445186
B9J08_05288	3267.27636297015	3353.14368024542	3489.91651733306	3535.18684249418
B9J08_05287	46175.2935544784	44865.5982302878	38721.8256443252	38595.1958864726
B9J08_05286	26186.4809146638	26503.6762795431	23719.4134727159	23549.2033486174
B9J08_05285	1308.31842050605	1288.12510219814	1113.96888834515	1157.01397453371
B9J08_05284	677.79140309076	666.38707626715	706.663580518653	813.838658455794
B9J08_05283	4724.42731709257	4945.99855098784	4398.00703970034	4501.36968332101
B9J08_05282	1086.07524530864	1134.0858785384	1098.38890389277	1092.06724415447
B9J08_05281	968.417093733534	963.303261002597	933.686211110472	1064.80565362492
B9J08_05280	488.733860388886	532.439925258678	554.202304091794	513.961162630703
B9J08_05279	252.411932011544	232.175061748019	254.84403139964	258.98511003076
B9J08_05278	3945.06776606091	4034.04169787183	3941.73606645208	3994.62482406578
B9J08_05277	361.019456542408	383.981832890954	393.951035438745	469.059719405556
B9J08_05276	204.141921108938	199.804500254305	376.14533892174	403.311177540162
B9J08_05275	592.313258784062	587.13501192047	623.19937809519	579.709704496098
B9J08_05274	1940.85668837562	1816.1001224232	1924.1280798689	2144.04391400078
B9J08_05273	3962.16339492225	3884.4673792457	3603.42783262897	4259.22261449968
B9J08_05272	1925.77230996855	1919.90916445477	1634.78551146756	1873.03163167757
B9J08_05271	5746.14254786439	5913.76671702405	2740.96440758652	2723.75361849688
B9J08_05270	980.484596459185	1136.31833105521	666.600763355391	594.142311247038
B9J08_05269	413.311968353564	376.168249082127	417.321012117315	466.654284947066
B9J08_05268	6044.81324032427	6052.17877306614	8362.00022679867	8062.21449337242
B9J08_05267	341.912577226793	284.637695893004	359.452498437047	356.806111342688
B9J08_05266	259.451308601507	296.916184735447	271.536871884333	258.98511003076
B9J08_05265	97.5456470323497	107.157720806778	110.172747198971	112.253608062868
B9J08_05264	386.160087220848	476.628612338481	573.120856641112	553.249925452707
B9J08_05263	506.835114477363	534.672377775485	444.029556892823	450.618055223799
B9J08_05262	400.238840400775	351.61127139724	363.903922566298	392.887628220039
B9J08_05261	2.01125045427525	3.34867877521181	6.67713619387703	4.00905743081672
B9J08_05260	45.2531352211932	44.6490503361575	217.006926301004	267.003224892394
B9J08_05259	899.028953061038	957.722129710577	856.899144880886	809.027789538814
B9J08_05258	525.941993792978	756.801403197869	270.42401585202	239.74163436284
B9J08_05257	5.02812613568813	6.69735755042362	10.0157042908156	6.41449188930675
B9J08_05256	489.739485616024	472.163707304865	619.860809998251	618.196655831938
B9J08_05255	2020.30108131949	1977.95292989178	1573.57842969035	1599.61391489587
B9J08_05254	115.646901120827	158.504128693359	103.495611005094	116.262665493685
B9J08_05253	1758.83852226371	2131.99215355152	632.102226353693	687.954255128149
B9J08_05252	6.03375136282576	22.3245251680787	18.9185525493183	18.4416641817569
B9J08_05251	88.4950199881111	60.2762179538126	52.3042335187034	51.315935114454
B9J08_05250	16.090003634202	16.743393876059	38.9499611309494	39.2887628220039
B9J08_05249	18.1012540884773	26.7894302016945	40.0628171632622	39.2887628220039
B9J08_05248	106.596274076588	133.947151008472	206.991222010188	205.263740457816
B9J08_05247	1.00562522713763	0	0	0
B9J08_05246	0	0	0	2.40543445849003
B9J08_05245	202.130670654663	309.19467357789	594.265121255056	578.907893009934
B9J08_05244	648.628271503769	567.0429392692	969.297604144483	1034.33681715071
B9J08_05243	42.2362595397803	30.1381089769063	179.169821202367	133.902518189278
B9J08_05242	426.385096306353	491.139553697732	407.305307826499	430.572768069716
B9J08_05241	3.01687568141288	6.69735755042362	2.22571206462568	10.4235493201235
B9J08_05240	44.2475099940555	56.9275391786007	36.7242490663237	59.3340499760875
B9J08_05239	148.832533616369	142.876961075704	254.84403139964	229.318085042716
B9J08_05238	4.0225009085505	4.46490503361574	0	2.40543445849003
B9J08_05237	5.02812613568813	2.23245251680787	14.4671284200669	12.0271722924502
B9J08_05236	247.383805875856	212.082989096748	298.245416659841	287.850323532641
B9J08_05235	3.01687568141288	5.58113129201968	3.33856809693852	8.01811486163344
B9J08_05234	355.99133040672	369.470891531703	622.086522062877	646.260057847655
B9J08_05233	1.00562522713763	3.34867877521181	0	1.60362297232669
B9J08_05232	538.00949651863	504.534268798579	1397.74717658493	1464.90958522043
B9J08_05231	4.0225009085505	2.23245251680787	5.5642801615642	6.41449188930675
B9J08_05230	2156.06048698307	2243.61477939191	2429.36471853893	2516.88625506674
B9J08_05229	9.05062704423863	10.0460363256354	26.7085447755081	16.8380412094302
