	AR0382_A	AR0382_B	AR0387_A	AR0387_B
B9J08_02587	336.224653029515	409.388577046473	334.209833064141	354.595283913517
B9J08_02586	454.494631482108	483.56678252049	472.273724215994	439.274754698834
B9J08_02585	366.636933203039	355.86759335003	274.223452770577	284.470097169426
B9J08_02584	991.778247881031	1057.2741691613	880.752409072166	973.813914031151
B9J08_02583	3693.40246996241	3533.32388859146	3077.39652553648	3000.82874595469
B9J08_02582	333.690296348388	335.210371572456	177.102646580998	179.9438754188
B9J08_02581	415.634495704827	442.252338965341	313.262208199722	297.701264479632
B9J08_02580	1304.34890522003	1367.13249582492	1514.89414360412	1524.23047413571
B9J08_02579	264.417880397583	252.581484462159	262.797475571803	295.055031017591
B9J08_02578	829.579420288903	838.495411244267	893.130551037504	983.075731148295
B9J08_02577	3203.42684494452	3647.87757299437	4730.35456029245	4888.91632112106
B9J08_02576	125.873048495974	130.51608304922	138.063891151853	100.556871557564
B9J08_02575	212.885961214668	208.45014702825	292.314583335303	334.748532948208
B9J08_02574	4162.2584559709	4292.00730660419	4320.92371066972	4263.08210734833
B9J08_02573	568.540682132823	692.01692954874	661.75451276233	608.633696269469
B9J08_02572	24016.4086959198	25480.6830626379	24882.9218446302	29997.7025256987
B9J08_02571	6881.62317482017	6897.63414445732	6437.58598674261	6601.0293710617
B9J08_02570	991.778247881031	976.523211303513	936.930130299471	981.752614417274
B9J08_02569	2808.06720268871	2706.09605286224	2467.05891016863	2314.131162555
B9J08_02568	404.652283419944	418.778223309007	378.009412326108	345.333466796373
B9J08_02567	489.975625017886	525.820190701892	378.009412326108	387.673202189031
B9J08_02566	1243.52434487298	1238.49434202821	1046.42907845439	1014.83053269279
B9J08_02565	277.934449363594	267.604918482213	328.496844464754	394.288785844134
B9J08_02564	2.534356681127	1.87792925250676	2.85649429969351	0
B9J08_02563	50233.4837766182	46893.7713643462	44964.0767714755	50971.748945837
B9J08_02562	34353.2048126764	32107.8953947343	30098.8804358705	30811.4193152764
B9J08_02561	1979.33256796018	1783.09382525517	1423.48632601393	1290.03881274507
B9J08_02560	3971.336919326	4138.95607252489	4216.18558634762	4723.52672974349
B9J08_02559	616.693459074236	644.129733609817	612.241944900976	607.310579538449
B9J08_02558	675.828448300532	669.481778518659	787.440261948844	762.115237067857
B9J08_02557	857.4573437813	846.007128254294	842.665818409586	834.886657273989
B9J08_02556	1289.98755069364	1435.67691354142	1316.84387215871	1469.98268816387
B9J08_02555	828.734634728528	904.222935082003	688.415126226136	747.560953026631
B9J08_02554	1118.49608193738	1153.9875256654	980.729709561439	1022.76923307891
B9J08_02553	576.988537736579	647.885592114831	536.068763575815	558.355260490687
B9J08_02552	1589.886424627	1781.21589600266	2267.10430919008	2218.86675792152
B9J08_02551	562.627183210193	620.655617953483	423.713321121204	383.70385199597
B9J08_02550	190.076751084525	183.098102119409	59.9863802935637	70.125186744091
B9J08_02549	1001.07088904516	938.964626253378	814.10087541265	815.039906308681
B9J08_02548	3129.08571563146	3246.93967758418	3383.99358037025	3555.21465625231
B9J08_02547	3655.3871197455	3646.93860836812	3258.30783118373	3277.36014273799
B9J08_02546	2755.69049794542	2725.81431001356	2880.29841885762	2871.16330631467
B9J08_02545	4026.24798075042	4132.38332014112	4286.64577907339	4540.93662086265
B9J08_02544	4729.95435254335	4822.52232043735	4733.21105459215	4895.53190477617
B9J08_02543	0.844785560375665	0	0	0
B9J08_02542	1799.39324360017	1840.37066745662	1910.99468649496	2253.26779292806
B9J08_02541	632.744384721373	638.495945852297	458.943417484091	510.723058173946
B9J08_02540	184.163252161895	159.623986463074	147.585538817498	146.865957143285
B9J08_02539	2638.2653050532	3206.56419865529	2975.51489551407	3133.14041905675
B9J08_02538	576.988537736579	500.468145793051	591.294320036557	586.140711842119
B9J08_02537	171.49146875626	178.403278988142	185.672129480078	161.420241184511
B9J08_02536	850.699059298295	871.359173163135	914.078175901923	1080.98636924382
B9J08_02535	974.882536673518	1044.12866439376	1145.4542141771	1147.14220579485
B9J08_02534	1399.80967354248	1445.06655980395	1456.81209284369	1390.59568430264
B9J08_02533	715.533369638189	709.857257447554	695.080279592087	633.77291415886
B9J08_02532	513.629620708405	488.261605651757	362.774776061076	435.305404505773
B9J08_02531	517.008762949907	511.735721308091	454.182593651268	500.138124325781
B9J08_02530	1948.07550222628	2113.60937369635	2280.43461592199	2163.29585521866
B9J08_02529	1286.60840845214	1357.74284956238	1428.24714984676	1418.38113565407
B9J08_02528	1039.93102482244	964.316671162219	816.005204945779	644.357848007025
B9J08_02527	4927.63417367126	4696.7010605194	5467.33008961338	5332.16042601296
B9J08_02526	105.598195046958	120.187472160432	76.1731813251603	75.4176536681734
B9J08_02525	1824.73681041144	1790.60554226519	1672.00133008727	1679.03513166512
B9J08_02524	872.663483868062	957.743918778446	987.39486292739	1094.21753655402
B9J08_02523	3511.77357448164	3492.94840966257	3780.09412326108	4171.78705290791
B9J08_02522	5.06871336225399	5.63378775752027	3.80865906625801	1.32311673102059
B9J08_02521	16.0509256471376	16.9013632725608	12.3781419653385	9.2618171171441
B9J08_02520	19.4300678886403	19.7182571513209	17.1389657981611	21.1698676963294
B9J08_02519	1361.79432332557	1538.96302242929	1210.20141830348	1409.11931853692
B9J08_02518	1199.59549573344	1123.94065762529	1234.95770223416	1252.99154427649
B9J08_02517	1247.74827267486	1369.94938970368	1163.54534474182	1227.8523263871
B9J08_02516	497.578695061267	486.38367639925	382.77023615893	439.274754698834
B9J08_02515	3.37914224150266	0	0	2.64623346204117
B9J08_02514	966.434681069761	900.46707657699	817.909534478908	924.858594983389
B9J08_02513	3315.78332447449	3080.74293873733	3379.23275653742	3121.23236847756
B9J08_02512	42708.9787903521	40006.4658307777	41584.8440149381	39129.8542032028
B9J08_02511	2536.04625224775	2555.8617126617	1575.83268866425	1761.0683689884
B9J08_02510	1337.29554207468	1391.54557610751	1570.11970006487	1548.04657529408
B9J08_02509	877.732197230316	861.969526900601	671.276160427975	726.391085330301
B9J08_02508	759.462218777723	738.026196235155	726.501716888716	766.084587260919
B9J08_02507	740.876936449459	730.514479225128	756.97098941878	812.393672846639
B9J08_02506	796.632783434252	819.716118719199	894.082715804069	910.304310942163
B9J08_02505	1257.88569939937	1213.14229711936	1281.61377579582	1192.12817464955
B9J08_02504	860.836486022803	904.222935082003	930.26497693352	1000.27624865156
B9J08_02503	7686.70381385818	7652.56170396503	8323.82438930689	7859.31338226228
B9J08_02502	679.207590542035	692.01692954874	934.073635999778	996.306898458501
B9J08_02501	4681.80157560194	4573.6966944802	5151.21138711396	5161.4783677113
B9J08_02500	587.970750021463	630.045264216017	656.993688929507	763.438353798878
B9J08_02499	1303.50411965965	1347.4142386736	1017.86413545745	1067.75520193361
B9J08_02498	133.476118539355	158.685021836821	124.73358441995	136.28102329512
B9J08_02497	970.658608871639	1099.52757734271	1123.55442454611	1047.9084509683
B9J08_02496	1721.67297204561	1694.83115038735	1823.39552797102	1755.77590206432
B9J08_02495	2253.0430895219	2068.53907163619	2257.58266152444	2012.46054788231
B9J08_02494	1937.0932899414	1865.72271236546	1382.54324105166	1356.1946492961
B9J08_02493	347.206865314398	366.196204238817	355.15745792856	373.118918147805
B9J08_02492	870.129127186935	903.28397045575	974.064556195487	849.440941315216
B9J08_02491	624.296529117617	638.495945852297	447.517440285317	439.274754698834
B9J08_02490	667.380592696776	671.359707771165	694.128114825523	609.95681300049
B9J08_02489	507.716121785775	582.158068277094	670.32399566141	673.466416089478
B9J08_02488	1563.69807225536	1765.25349735635	1791.02192590783	1897.34939228352
B9J08_02487	1344.89861211806	1425.34830265263	1459.66858714338	1475.27515508795
B9J08_02486	5350.02695385909	5547.40301190496	5425.43483988454	5621.92299010647
B9J08_02485	740.032150889083	726.758620720115	748.4015065197	838.856007467051
B9J08_02484	1637.19441600804	1641.3101666909	1657.7188585888	1795.46940399493
B9J08_02483	457.873773723611	518.308473691865	491.317019547284	455.152155471081
B9J08_02482	1947.23071666591	1950.22952872827	1747.22234664586	1730.63668417493
B9J08_02481	1483.44344401967	1442.24966592519	998.820840126164	1033.35416692708
B9J08_02480	3087.69122317306	3077.92604485857	3681.06898753837	3790.72943437398
B9J08_02479	947.004613181121	869.481243910628	1077.85051575102	849.440941315216
B9J08_02478	2352.72778564623	2409.38323096617	2549.89724485974	2368.37894852685
B9J08_02477	1571.30114229874	1667.601176226	1574.88052389769	1497.7681395153
B9J08_02476	1449.65202160464	1467.60171083403	1478.71188247467	1328.40919794467
B9J08_02475	54466.7042196606	56982.0073088125	57886.856983289	65601.4506407316
B9J08_02474	691.034588387294	797.180967689118	1020.72062975715	957.936513258904
B9J08_02473	707.930299594808	682.627283286206	793.153250548231	811.070556115619
B9J08_02472	1381.22439121421	1308.91668899721	1266.37913953079	1208.00557542179
B9J08_02471	3543.03064021554	3707.97130907459	4531.35212408047	3949.50344209645
B9J08_02470	1166.64885887879	1277.93085633085	918.838999734746	746.23783629561
B9J08_02469	5757.21359396016	5664.77359018663	5746.31436621678	5739.6803791673
B9J08_02468	3222.01212727279	3446.0001783499	3917.20584964637	3833.06916976664
B9J08_02467	319.328941822002	334.271406946203	328.496844464754	302.993731403714
B9J08_02466	1273.9366250465	1312.67254750222	1367.30860478663	1337.67101506181
B9J08_02465	20124.4816192691	20660.9776360793	18573.8781013738	17740.349129524
B9J08_02464	4494.25918119854	4556.79533120764	4888.41391154216	4963.01085805822
B9J08_02463	664.001450455273	630.045264216017	677.941313793926	717.129268213157
B9J08_02462	1977.64299683943	2340.83881324967	2614.64444898613	2601.24749318647
B9J08_02461	365.792147642663	368.074133491324	359.918281761382	358.564634106579
B9J08_02460	17.740496767889	11.2675755150405	24.7562839306771	18.5236342342882
B9J08_02459	4422.45240856661	4304.21384674549	6699.43129754785	6426.37796256698
B9J08_02458	956.297254345253	993.424574576074	1423.48632601393	1513.64554028755
B9J08_02457	544.041900881929	503.285039671811	566.53803610588	564.97084414579
B9J08_02456	21886.7042982127	22286.3254041239	23663.198778661	23427.1048394505
B9J08_02455	1341.51946987656	1538.02405780303	1751.98317047869	1640.66474646553
B9J08_02454	3233.83912511805	3474.1691171375	3396.37172233558	3393.7944150678
B9J08_02453	3251.57962188594	3307.97237829065	4065.74355323043	3610.78555895518
B9J08_02452	2146.60010891457	2306.0971220783	2731.76071527356	2651.52592896525
B9J08_02451	569.385467693198	590.608749913375	667.467501361717	562.324610683749
B9J08_02450	5925.32592047492	6241.2978707062	6605.16698565796	6018.85800941264
B9J08_02449	397.049213376563	401.876860036446	309.453549133464	306.963081596776
B9J08_02448	5187.82812626696	5349.2814757655	6146.22356817387	6466.0714644976
B9J08_02447	750.169577613591	871.359173163135	690.319455759265	557.032143759666
B9J08_02446	1415.86059918962	1468.54067546028	1318.74820169184	1249.02219408343
B9J08_02445	1131.16786534302	1119.24583449403	1058.80722041973	1025.41546654095
B9J08_02444	63024.3819462661	64698.4186073628	74556.4055515337	71833.3304438386
B9J08_02443	2154.20317895795	2235.67477510929	1943.36828855815	1862.94835727698
B9J08_02442	11059.9325564382	12379.3096325245	15141.3241179087	14863.8933562853
B9J08_02441	397.893998936938	521.125367570625	973.112391428922	1016.15364942381
B9J08_02440	560.937612089442	623.472511832243	660.802347995765	516.015525098028
B9J08_02439	1406.56795802548	1470.41860471279	1449.19477471117	1455.42840412264
B9J08_02438	14406.9729466466	14828.1293777933	15600.2675353928	15450.0340681274
B9J08_02437	135.165689660106	130.51608304922	164.724504615659	177.297641956758
B9J08_02436	1329.6924720313	1437.55484279392	1408.2516897489	1296.65439640017
B9J08_02435	0	0	0	0
B9J08_02434	4303.33764455364	4428.15717741093	7483.06290043043	6792.88129705968
B9J08_02433	6917.10416835595	6527.68208171348	3464.92758552823	3905.84058997277
B9J08_02432	2324.00507659346	2416.89494797619	2500.38467699839	2380.28699910603
B9J08_02431	1896.54358304337	1891.0747572743	1313.98737785901	1350.90218237202
B9J08_02430	199.369392248657	224.412545674557	194.241612379159	174.651408494717
B9J08_02429	615.84867351386	654.458344498605	494.173513846977	551.739676835584
B9J08_02428	0	0	0	0
B9J08_02427	14702.6478927781	14618.7402661388	14120.6034881516	15013.4055468906
B9J08_02426	1801.08281472092	2019.71291107102	1736.74853421365	1772.97641956758
B9J08_02425	1854.30430502459	2157.74071113026	3204.98660425612	3434.81103372944
B9J08_02424	1175.09671448255	1038.49487663624	994.060016293342	1074.37078558872
B9J08_02423	6467.67825023609	6492.00142591586	7373.56395227551	8433.54604352521
B9J08_02422	556.713684287564	502.346075045557	521.786292077348	494.845657401699
B9J08_02421	672.44930605903	938.964626253378	1479.66404724124	1610.23306165205
B9J08_02420	3567.52942146643	3743.65196487222	3625.84343107763	4095.04628250871
B9J08_02419	22832.8641258335	22338.9074231941	23972.6523277945	23284.2082325003
B9J08_02418	3853.06694087341	4207.50049024139	3486.82737515921	3527.42920490088
B9J08_02417	4352.33520705543	4305.15281137174	3786.75927662703	4043.44472999891
B9J08_02416	585.436393340336	581.219103650841	418.000332521817	549.093443373543
B9J08_02415	2405.94927594989	2587.78650995431	3026.93179290856	3717.95801416784
B9J08_02414	168.112326514757	179.342243614395	174.246152281304	209.052443501252
B9J08_02413	0	0	0	0
B9J08_02412	2231.07866495213	2288.25679417948	2478.4848873674	2502.01373835993
B9J08_02411	0	0	0	0
B9J08_02410	250.901311431573	232.863227310838	277.07994707027	223.606727542479
B9J08_02409	1004.45003128667	1011.26490247489	1029.29011265623	985.721964610336
B9J08_02408	1200.44028129382	1108.91722360524	1059.75938518629	1083.63260270586
B9J08_02407	5609.37612089442	5537.07440101617	9157.92072481739	10385.1432217806
B9J08_02406	941.091114258491	978.40114055602	633.189569765395	740.945369371528
B9J08_02405	65.0484881489262	42.253408181402	1.90432953312901	3.96935019306176
B9J08_02404	111.511693969588	116.431613655419	47.6082383282252	39.6935019306176
B9J08_02403	757.772647656972	773.706852032784	817.909534478908	813.71678957766
B9J08_02402	6684.78813925264	6541.76655110729	6204.3056189343	6683.06260838498
B9J08_02401	1110.04822633362	1097.6496480902	769.349131384119	785.931338226228
B9J08_02400	3211.87470054828	3010.32059176833	3289.72926848036	3531.39855509394
B9J08_02399	789.029713390871	756.805488760223	882.656738605295	1013.50741596177
B9J08_02398	739.187365328707	646.007662862324	306.59705483377	383.70385199597
B9J08_02397	36.3257790961536	38.4975496763885	30.4692725300641	30.4316848134735
B9J08_02396	16.0509256471376	11.2675755150405	51.4168973944832	75.4176536681734
B9J08_02395	1058.51630715071	1075.11449706012	1002.62949919242	1013.50741596177
B9J08_02394	1553.56064553085	1508.91615438918	1383.49540581822	1555.98527568021
B9J08_02393	1282.38448065026	1251.63984679575	1428.24714984676	1472.62892162591
B9J08_02392	115844.599108755	114305.797741581	106323.478658425	113159.558420536
B9J08_02391	6007.27011983136	5969.93709371898	5792.97043977844	6664.53897415069
B9J08_02390	831.268991409655	700.46761118502	317.07086726598	277.854513514323
B9J08_02389	5800.29765753932	5779.32727458954	4797.95825871853	5045.04409538149
B9J08_02388	429.995850231214	334.271406946203	368.487764660463	395.611902575155
B9J08_02387	554.179327606436	570.890492762054	520.834127310783	508.076824711905
B9J08_02386	1775.73924790965	1727.69491230622	1715.80090934924	1575.83202664552
B9J08_02385	467.166414887743	475.116100884209	322.783855865367	338.71788314127
B9J08_02384	0	0	0.952164766564503	0
B9J08_02383	3839.5503719074	3743.65196487222	3590.61333471474	3814.54553553235
B9J08_02382	1816.28895480768	1738.023523195	1716.7530741158	1884.11822497331
B9J08_02381	1297.59062073702	1215.02022637187	1303.51356542681	1406.47308507488
B9J08_02380	1432.75631039713	1673.23496398352	1370.16509908632	1620.81799550022
B9J08_02379	1030.63838365831	932.391873869604	992.155686760213	1026.73858327197
B9J08_02378	5041.68022432197	4845.99643609368	3149.76104779538	3758.97463282948
B9J08_02377	3246.51090852368	3299.52169665437	3211.65175762207	3334.25416217188
B9J08_02376	184.163252161895	172.769491230622	145.681209284369	154.804657529408
B9J08_02375	1904.99143864713	1856.33306610293	1410.15601928203	1286.06946255201
B9J08_02374	0	0	0	0
B9J08_02373	691.034588387294	747.415842497689	730.310375954974	719.775501675198
B9J08_02372	1687.0367640702	1759.61970959883	2291.86059312076	2175.20390579784
B9J08_02371	2033.39884382423	2016.89601719226	1997.64168025233	1931.75042729005
B9J08_02370	560.937612089442	552.111200236986	570.346695172138	542.47785971844
B9J08_02369	429.151064670838	459.153702237902	404.670025789914	423.397353926587
B9J08_02368	1018.81138581305	1015.0207609799	1055.95072612003	1108.77182059525
B9J08_02367	1323.77897310867	1380.27800059247	1131.17174267863	1104.80247040219
B9J08_02366	290.606232769229	306.102468158601	340.874986430092	296.378147748611
B9J08_02365	579.522894417706	542.721553974452	570.346695172138	530.569809139255
B9J08_02364	602.332104547849	650.702485993591	743.640682686877	755.499653412754
B9J08_02363	1281.53969508988	1300.46600736093	1014.0554763912	1016.15364942381
B9J08_02362	2609.54259600043	2592.48133308558	2680.34381787908	2998.18251249265
B9J08_02361	2274.16272853129	2294.82954656326	2542.27992672722	2650.20281223423
B9J08_02360	424.082351308584	348.355876340003	337.066327363834	369.149567954743
B9J08_02359	1431.91152483675	1459.15102919775	1229.24471363477	1251.66842754547
B9J08_02358	966.434681069761	965.255635788473	1038.81176032187	1014.83053269279
B9J08_02357	2056.20805395437	1920.18266068816	1887.19056733085	1823.25485534637
B9J08_02356	457.873773723611	477.932994762969	382.77023615893	430.01293758169
B9J08_02355	992.623033441407	1017.83765485866	724.597387355587	768.73082072296
B9J08_02354	1167.49364443917	1085.4431079489	984.538368627697	881.19574285971
B9J08_02353	5423.52329761177	5092.00516817207	5035.99945035966	5125.75421597375
B9J08_02352	346.362079754023	328.637619188682	311.357878666593	280.500746976364
B9J08_02351	1214.80163582021	1150.23166716039	1006.43815825868	1084.95571943688
B9J08_02350	4070.17682988996	3941.77350101168	3734.39021446598	3834.39228649766
B9J08_02349	1278.16055284838	1211.26436786686	1468.23807004246	1455.42840412264
B9J08_02348	833.803348090782	717.368974457581	415.143838222123	482.937606822514
B9J08_02347	16.0509256471376	15.023434020054	2.85649429969351	3.96935019306176
B9J08_02346	711.30944183631	643.190768983564	517.025468244525	594.079412228243
B9J08_02345	3.37914224150266	0.938964626253378	0	1.32311673102059
B9J08_02344	5.06871336225399	1.87792925250676	3.80865906625801	2.64623346204117
B9J08_02343	865.060413824681	923.002227607071	1175.92348670716	1145.81908906383
B9J08_02342	34275.4845411219	33357.6573122775	31389.0636945654	34397.0656563422
B9J08_02341	5240.20483101025	5597.16813709639	5790.11394547875	5782.02011455996
B9J08_02340	17259.8137840352	17820.6096416629	16207.748656461	16716.2567797141
B9J08_02339	2685.57329643424	2635.67370589323	2683.20031217877	3048.46094827143
B9J08_02338	1052.60280822808	1012.20386710114	1062.61587948599	1002.9224821136
B9J08_02337	3520.2214300854	3676.04651178198	4056.22190556478	3937.59539151726
B9J08_02336	1279.00533840876	1249.76191754325	727.453881655281	766.084587260919
B9J08_02335	1002.76046016591	938.025661627125	862.66127850744	973.813914031151
B9J08_02334	3866.58350983942	3743.65196487222	3987.66604237214	4047.41408019197
B9J08_02333	3946.83813807511	3969.94243979928	3913.39719058011	4096.36939923973
B9J08_02332	724.826010802321	777.462710537797	870.278596639956	825.624840156845
B9J08_02331	666.5358071364	651.641450619844	727.453881655281	729.037318792342
B9J08_02330	0	0.938964626253378	0	0
B9J08_02329	441.822848076473	407.510647793966	344.68364549635	378.411385071887
B9J08_02328	930.953687533983	898.589147324483	1855.76913003422	2139.47975406029
B9J08_02327	364.102576521912	368.074133491324	235.184697341432	248.74594543187
B9J08_02326	1338.14032763505	1243.18916515947	665.563171828588	743.591602833569
B9J08_02325	5157.41584609344	5294.8215274428	4751.30218515687	5158.83213424926
B9J08_02324	658.087951532643	679.810389407446	547.494740774589	504.107474518843
B9J08_02323	386.911786652055	373.707921248844	300.884066234383	341.364116603311
B9J08_02322	851.543844858671	781.218569042811	858.852619441182	871.933925742566
B9J08_02321	781.42664334749	654.458344498605	220.902225842965	309.609315058817
B9J08_02320	687.655446145792	723.002762215101	748.4015065197	817.686139770722
B9J08_02319	118.269978452593	118.309542907926	99.9773004892728	107.172455212667
B9J08_02318	430.840635791589	491.078499530517	365.631270360769	381.057618533929
B9J08_02317	440.133276955722	408.449612420219	422.76115635464	428.68982085067
B9J08_02316	1708.1564030796	1989.66604303091	3491.58819899203	3514.19803759067
B9J08_02315	408.876211221822	396.243072278926	295.171077634996	349.302816989435
B9J08_02314	1023.03531361493	1059.15209841381	1208.29708877035	1193.45129138057
B9J08_02313	1374.46610673121	1342.71941554233	1144.50204941053	1119.35675444342
B9J08_02312	3649.47362082287	3442.24431984488	3213.5560871552	3119.90925174654
B9J08_02311	2918.73411109792	2778.39632908375	2722.23906760792	2631.67917799994
B9J08_02310	388.601357772806	378.402744380111	221.854390609529	201.113743115129
B9J08_02309	8002.65361343868	7938.94591497231	8100.06566916423	8777.55639359056
B9J08_02308	185.852823282646	187.792925250676	275.175617537141	207.729326770232
B9J08_02307	51.5319191829156	61.0327007064696	55.2255564607412	51.6015525098028
B9J08_02306	1110.04822633362	1096.71068346395	912.173846368794	965.875213645027
B9J08_02305	348.89643643515	320.186937552402	257.084486972416	256.684645817994
B9J08_02304	55966.1985893275	52748.215809036	55220.7956369084	55680.7213915393
B9J08_02303	2269.93880072941	2127.69384309015	2216.63957656216	2457.02776950523
B9J08_02302	805.925424598385	922.063262980817	1078.80268051758	1136.55727194668
B9J08_02301	465.476843766992	472.299207005449	557.968553206799	537.185392794358
B9J08_02300	153.750971988371	204.694288523236	140.920385451547	144.219723681244
B9J08_02299	2235.30259275401	2386.84807993609	2213.78308226247	2762.66773437098
B9J08_02298	1480.90908733854	1313.61151212848	831.239841210812	830.917307080928
B9J08_02297	14659.5638291989	14820.6176607833	17421.7587338307	17723.1486120207
B9J08_02296	1681.12326514757	1788.72761301269	1715.80090934924	1694.91253243737
B9J08_02295	2894.23532984703	2814.07698488137	2325.18635995052	2410.71868391951
B9J08_02294	759.462218777723	811.265437082919	832.192005977376	953.967163065842
B9J08_02293	429.995850231214	428.16786957154	338.018492130399	338.71788314127
B9J08_02292	2890.85618760553	2928.63066928429	3073.58786647022	3184.74197156655
B9J08_02291	322.708084063504	274.177670865986	305.644890067206	312.255548520858
B9J08_02290	3779.57059712073	3765.24815127605	3964.81408797459	3815.86865226337
B9J08_02289	3387.59009710642	3565.24868588408	3544.90942591965	3547.27595586619
B9J08_02288	1193.68199681082	1284.50360871462	1298.75274159398	1276.80764543486
B9J08_02287	132.631332978979	126.760224544206	125.685749186514	111.141805405729
B9J08_02286	1330.53725759167	1337.08562778481	1534.88960370198	1578.47826010756
B9J08_02285	261.038738156081	285.445246381027	244.706345007077	232.868544659623
B9J08_02284	827.889849168152	917.36843984955	1074.04185668476	1104.80247040219
B9J08_02283	560.092826529066	486.38367639925	188.528623779772	199.790626384108
B9J08_02282	1167.49364443917	1138.02512701909	1106.41545874795	1243.72972715935
B9J08_02281	6470.21260691722	6618.76165046006	6508.04617946838	6223.94110272083
B9J08_02280	46.4632058206616	36.6196204238817	18.0911305647256	15.877400772247
B9J08_02279	43.9288491395346	34.741691171375	12.3781419653385	21.1698676963294
B9J08_02278	7787.23329554288	7707.96061691398	8024.84465260563	8273.44891907172
B9J08_02277	131.786547418604	136.14987080674	83.7904994576763	99.2337548265439
B9J08_02276	1.68957112075133	0	0	1.32311673102059
B9J08_02275	772.978787743734	735.209302356395	447.517440285317	500.138124325781
B9J08_02274	408.031425661446	417.839258682753	526.54711591017	467.060206050267
B9J08_02273	1482.59865845929	1566.19299659063	1406.34736021577	1390.59568430264
B9J08_02272	343.827723072896	352.111734845017	310.405713900028	310.932431789838
B9J08_02271	18.5852823282646	15.9623986463074	16.1868010315966	13.2311673102059
B9J08_02270	3162.87713804649	3185.90697687771	3264.97298454968	3100.06250078123
B9J08_02269	1783.34231795303	1713.61044291242	1699.61410831764	1675.06578147206
B9J08_02268	2578.28553026653	2627.22302425695	2791.74709556712	2789.13006899139
B9J08_02267	790.719284511623	810.326472456665	777.918614283199	764.761470529898
B9J08_02266	236.539956905186	231.924262684584	201.858930511675	214.344910425335
B9J08_02265	1615.22999143827	1728.63387693247	1552.9807342667	1630.07981261736
B9J08_02264	955.452468784878	1013.14283172739	943.595283665423	1041.2928673132
B9J08_02263	0	0	0	0
B9J08_02262	0	0	0	0
B9J08_02261	1035.70709702057	1093.89378958519	906.460857769407	955.290279796863
B9J08_02260	1393.05138905947	1471.35756933904	1648.19721092316	1623.46422896226
B9J08_02259	583.746822219585	645.068698236071	433.234968786849	502.784357787822
B9J08_02258	2936.47460786581	3081.68190336359	3642.98239687579	3416.28739949515
B9J08_02257	57.4454181055452	48.8261605651757	19.9954600978546	42.3397353926587
B9J08_02256	293.140589450356	292.956963391054	276.127782303706	254.038412355952
B9J08_02255	1580.59378346287	1658.21152996347	1579.64134773051	1700.20499936145
B9J08_02254	370.016075444541	381.219638258871	436.091463086543	388.996318920052
B9J08_02253	476.459056051875	455.397843732888	476.082383282252	481.614490091493
B9J08_02252	2002.9865636507	2167.1303573928	2513.71498373029	2324.71609640317
B9J08_02251	411.410567902949	372.768956622591	370.392094193592	349.302816989435
B9J08_02250	1801.08281472092	1835.67584432535	1850.05614143483	1763.71460245044
B9J08_02249	3410.39930723656	3313.60616604817	3397.32388710215	3178.12638791145
B9J08_02248	1251.97220047674	1272.29706857333	898.843539636891	968.521447107068
B9J08_02247	3559.08156586268	3800.92880707367	4749.39785562374	4822.76048457003
B9J08_02246	742.56650757021	914.55154597079	4226.65939877983	4628.26232511001
B9J08_02245	5602.61783641141	5169.9392321511	5612.05913413118	5166.77083463539
B9J08_02244	2182.92588801072	3186.84594150397	7189.79615232856	7315.51240581282
B9J08_02243	1.68957112075133	4.69482313126689	12.3781419653385	15.877400772247
B9J08_02242	978.261678915021	1010.32593784863	1054.99856135347	969.844563838089
B9J08_02241	492.509981699013	441.313374339088	451.326099351575	411.489303347402
B9J08_02240	2219.25166710687	2200.93308393792	2320.42553611769	2083.90885135742
B9J08_02239	304.12280173524	314.553149794882	214.237072477013	242.130361776767
B9J08_02238	609.090389030855	635.679051973537	583.677001904041	572.909544531913
B9J08_02237	1079.6359461601	1026.28833649494	1073.0896919182	1062.46273500953
B9J08_02236	337.06943858989	322.064866804909	201.858930511675	207.729326770232
B9J08_02235	1627.05698928353	1655.39463608471	2424.21149567323	2283.69947774153
B9J08_02234	3930.78721242797	4143.65089565616	3847.69782168716	4138.70913463239
B9J08_02233	95897.5224571644	105716.149340615	160008.432526865	169958.313449787
B9J08_02232	2180.39153132959	2229.10202272552	1800.54357357348	1884.11822497331
B9J08_02231	203.593320050535	199.060500765716	181.86347041382	182.590108880841
B9J08_02230	1129.47829422226	1167.13303043295	1289.23109392834	1297.97751313119
B9J08_02229	2572.3720313439	2715.48569912477	2626.0704261849	2725.62046590241
B9J08_02228	4201.11859174818	4052.57132690958	3270.68597314907	3485.08946950822
B9J08_02227	4697.85250124908	4711.72449453945	4703.69394682865	4382.16261314018
B9J08_02226	434.219778033092	527.698119954399	805.53139251357	815.039906308681
B9J08_02225	58.2902036659209	60.0937360802162	84.7426642242408	48.9553190477617
B9J08_02224	7.60307004338099	11.2675755150405	11.425977198774	21.1698676963294
B9J08_02223	7452.69821363412	7387.77367936158	8873.22345961461	8977.34701997467
B9J08_02222	713.843798517437	720.185868336341	557.968553206799	575.555777993955
B9J08_02221	2800.46413264533	2784.96908146752	2235.68287189345	2422.62673449869
B9J08_02220	7500.00620501516	8598.09908260218	11765.9000204376	12122.3954896106
B9J08_02219	3488.11957879112	3299.52169665437	3505.8706704905	3653.12529434784
B9J08_02218	990.933462320656	953.049095647179	1062.61587948599	1095.54065328504
